"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027502","1947-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","6",",Z","1",",Z","0",",Z","0",",Z","0",",Z","0",",Z","18",",Z","0",",Z","0",",Z","0",",Z","","","","","19470818",",,Z","19470818",",,Z","19470830","+,,Z","","","19470814",",,Z","19470825",",,Z","-3.9",",Z,18,","0",",T,Z,18,","0",",T,Z,30,+","5.3",",,Z,14,","15.6",",Z,25,","910.3","Z","474.7",",Z","11.7",",,,Z","","","","","","","0",",T,,Z","3.02",",Z","5.70",",,,Z","0.34",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1947-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","6",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","25",",Z","6",",Z","0",",Z","0",",Z","","","","","19470930","+,,Z","19470930","+,,Z","19470929",",,Z","","","19470927",",,Z","19470903",",,Z","-6.7",",Z,30,+","0",",T,Z,30,+","10",",,Z,29,","0.5",",,Z,27,","5.0",",Z,03,","1467.4","Z","557.1",",Z","2.0",",,,Z","","","","","","","18",",,,Z","-0.24",",Z","1.42",",,,Z","-1.89",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1947-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","12",",Z","0",",Z","0",",Z","31",",Z","1",",Z","3",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19471030",",,Z","19471031","+,,Z","19471012",",,Z","","","19471023",",,Z","19471027","+,,Z","-21.1",",Z,30,","229",",,Z,31,+","46",",,Z,12,","2.0",",,Z,23,","-1.7",",Z,27,+","2308.1","Z","840.7",",Z","11.0",",,,Z","","","","","","","203",",,,Z","-8.79",",Z","-6.27",",,,Z","-11.30",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1947-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","9",",Z","0",",Z","0",",Z","30",",Z","0",",Z","19",",Z","30",",Z","30",",Z","0",",Z","0",",Z","","","","","19471126",",,Z","19471130","+,,Z","19471111",",,Z","","","19471111",",,Z","19471130",",,Z","-24.4",",Z,26,","330",",,Z,30,+","15",",,Z,11,","1.0",",,Z,11,","-3.9",",Z,30,","3315.6","Z","1007.5",",Z","4.2",",,,Z","","","","","","","91",",,,Z","-15.25",",Z","-12.44",",,,Z","-18.06",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1947-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","6",",Z","0",",Z","0",",Z","31",",Z","0",",Z","29",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19471230",",,Z","19471231",",,Z","19471225","+,,Z","","","19471225","+,,Z","19471227","+,,Z","-30.6",",Z,30,","381",",,Z,31,","10",",,Z,25,+","0.5",",,Z,25,+","-11.1",",Z,27,+","4548.2","Z","1232.6",",Z","2.4",",,,Z","","","","","","","53",",,,Z","-21.43",",Z","-18.54",",,,Z","-24.32",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","7",",Z","1",",Z","0",",Z","31",",Z","1",",Z","31",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19480114",",,Z","19480131","+,,Z","19480118",",,Z","","","19480118",",,Z","19480126",",,Z","-38.3",",Z,14,","483",",,Z,31,+","61",",,Z,18,","4.8",",,Z,18,","-5.0",",Z,26,","5973.7","Z","1425.5",",Z","9.7",",,,Z","","","","","","","127",",,,Z","-27.65",",Z","-23.39",",,,Z","-31.92",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","7",",Z","0",",Z","0",",Z","29",",Z","1",",Z","27",",Z","29",",Z","29",",Z","0",",Z","0",",Z","","","","","19480229",",,Z","19480229","+,,Z","19480203",",,Z","","","19480203",",,Z","19480201",",,Z","-41.7",",Z,29,","559",",,Z,29,+","28",",,Z,03,","1.5",",,Z,03,","-3.9",",Z,01,","7201.5","Z","1227.8",",Z","4.7",",,,Z","","","","","","","75",",,,Z","-24.00",",Z","-20.08",",,,Z","-27.93",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","1",",Z","0",",Z","0",",Z","31",",Z","0",",Z","31",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19480301",",,Z","19480331","+,,Z","19480309",",,Z","","","19480309",",,Z","19480326",",,Z","-42.8",",Z,01,","584",",,Z,31,+","5",",,Z,09,","0.3",",,Z,09,","-9.4",",Z,26,","8587.4","Z","1385.9",",Z","0.3",",,,Z","","","","","","","5",",,,Z","-26.37",",Z","-21.96",",,,Z","-30.78",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0","2,Z","12",",Z","1",",Z","0",",Z","30",",Z","4",",Z","25","1,Z","29","1,Z","27","1,Z","0","1,Z","0","1,Z","","","","","19480417",",1,Z","19480430","+,,Z","19480412",",,Z","","","19480403",",,Z","19480426","+,1,Z","-32.2","1,Z,17,","737",",,Z,30,+","36",",,Z,12,","2.5",",,Z,03,","0.6","1,Z,26,+","9563.0","Z","975.6","1,Z","11.7",",,,Z","","","","","","","171",",,,Z","-16.45","2,Z","-10.18","1,,,Z","-22.71","1,,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","2",",Z","0",",Z","0",",Z","31",",Z","0",",Z","7",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19480503",",,Z","19480509","+,,Z","19480528",",,Z","","","19480528",",,Z","19480529","+,,Z","-26.1",",Z,03,","737",",,Z,09,+","8",",,Z,28,","0.8",",,Z,28,","0.0",",Z,29,+","10426.5","Z","863.5",",Z","1.1",",,,Z","","","","","","","11",",,,Z","-9.52",",Z","-6.07",",,,Z","-12.97",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","1",",Z","0",",Z","0",",Z","21",",Z","0",",Z","0",",Z","30",",Z","8",",Z","0",",Z","0",",Z","","","","","19480611",",,Z","19480601",",,Z","19480630","+,,Z","","","19480606",",,Z","19480627",",,Z","-9.4",",Z,11,","457",",,Z,01,","0",",T,Z,30,+","1.8",",,Z,06,","4.4",",Z,27,","11012.8","Z","586.3",",Z","1.8",",,,Z","","","","","","","0",",T,,Z","-1.21",",Z","1.25",",,,Z","-3.67",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","12",",Z","2",",Z","0",",Z","0",",Z","1",",Z","0",",Z","11",",Z","1",",Z","1",",Z","0",",Z","","","","","19480703","+,,Z","19480731","+,,Z","19480723",",,Z","","","19480706",",,Z","19480717",",,Z","-1.7",",Z,03,+","0",",,Z,31,+","25",",,Z,23,","13.5",",,Z,06,","21.1",",Z,17,","421.9","Z","421.9",",Z","22.5",",,,Z","","","","","","","30",",,,Z","4.72",",Z","8.20",",,,Z","1.25",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","14",",Z","3",",Z","0",",Z","0",",Z","0",",Z","0",",Z","20",",Z","6",",Z","0",",Z","0",",Z","","","","","19480830",",,Z","19480831","+,,Z","19480829",",,Z","","","19480816",",,Z","19480803",",,Z","-5.0",",Z,30,","0",",T,Z,31,+","5",",,Z,29,","6.4",",,Z,16,","14.4",",Z,03,","921.9","Z","500.0",",Z","20.0",",,,Z","","","","","","","14",",,,Z","2.20",",Z","4.78",",,,Z","-0.38",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0","2,Z","7",",Z","3",",Z","0",",Z","18",",Z","2",",Z","0","1,Z","29","1,Z","17","1,Z","0","1,Z","0","1,Z","","","","","19480919",",1,Z","19480924","+,,Z","19480914",",,Z","","","19480913",",,Z","19480903",",1,Z","-14.4","1,Z,19,","76",",,Z,24,+","30",",,Z,14,","11.2",",,Z,13,","5.6","1,Z,03,","1543.0","Z","621.1","1,Z","22.4",",,,Z","","","","","","","111",",,,Z","-3.95","2,Z","-1.19","1,,,Z","-6.71","1,,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0","1,Z","15",",Z","2",",Z","0",",Z","31",",Z","2",",Z","11","1,Z","30","1,Z","31",",Z","0",",Z","0",",Z","","","","","19481020",",1,Z","19481031","+,,Z","19481024","+,,Z","","","19481024",",,Z","19481001",",,Z","-25.6","1,Z,20,","203",",,Z,31,+","33",",,Z,24,+","3.3",",,Z,24,","-1.7",",Z,01,","2450.8","Z","907.8",",Z","13.5",",,,Z","","","","","","","140",",,,Z","-11.91","1,Z","-8.73",",,,Z","-15.10","1,,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","6",",Z","0",",Z","0",",Z","30",",Z","0",",Z","22",",Z","30",",Z","30",",Z","0",",Z","0",",Z","","","","","19481125",",,Z","19481130","+,,Z","19481116",",,Z","","","19481119","+,,Z","19481111",",,Z","-40.0",",Z,25,","254",",,Z,30,+","10",",,Z,16,","0.8",",,Z,19,+","-2.2",",Z,11,","3620.5","Z","1169.7",",Z","3.2",",,,Z","","","","","","","48",",,,Z","-20.66",",Z","-16.67",",,,Z","-24.65",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1948-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","Z","0.0",",Z","5",",Z","1",",Z","0",",Z","31",",Z","1",",Z","31",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","19481202",",,Z","19481231","+,,Z","19481225",",,Z","","","19481225",",,Z","19481213",",,Z","-43.3",",Z,02,","305",",,Z,31,+","28",",,Z,25,","2.8",",,Z,25,","-7.8",",Z,13,","5095.0","Z","1474.5",",Z","4.7",",,,Z","","","","","","","57",",,,Z","-29.23",",Z","-25.56",",,,Z","-32.90",",,,Z","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","7",",X","0",",X","0",",X","31",",X","0",",X","28",",X","31",",X","31",",X","0",",X","0",",X","4","","","","19490101",",,X","19490131","+,,X","19490120",",,X","","","19490120",",,X","19490125",",,X","-41.7",",X,01,","356",",,X,31,+","13",",,X,20,","1.3",",,X,20,","-1.1",",X,25,","6440.0","0","1345.0",",X","4.5",",,,X","","","","","","","48",",,,X","-25.05",",X","-20.27",",,,X","-29.84",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","4",",X","0",",X","0",",X","28",",X","0",",X","28",",X","28",",X","28",",X","0",",X","0",",X","7","","","","19490216",",,X","19490228","+,,X","19490211",",,X","","","19490211",",,X","19490212",",,X","-46.1",",X,16,","381",",,X,28,+","15",",,X,11,","1.0",",,X,11,","-10.6",",X,12,","7755.0","0","1315.0",",X","2.1",",,,X","","","","","","","29",",,,X","-28.63",",X","-24.77",",,,X","-32.50",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","2",",X","0",",X","0",",X","31",",X","0",",X","27",",X","31",",X","31",",X","0",",X","0",",X","10","","","","19490302",",,X","19490331","+,,X","19490327","+,,X","","","19490327","+,,X","19490309",",,X","-36.1",",X,02,","381",",,X,31,+","3",",,X,27,+","0.3",",,X,27,+","-1.1",",X,09,","8971.8","0","1216.8",",X","0.6",",,,X","","","","","","","6",",,,X","-20.92",",X","-16.53",",,,X","-25.31",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","3",",X","0",",X","0",",X","30",",X","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","13","","","","19490407",",,X","19490430","+,,X","19490405",",,X","","","19490405",",,X","19490430",",,X","-37.8",",X,07,","406",",,X,30,+","23",",,X,05,","1.3",",,X,05,","-12.2",",X,30,","10215.4","0","1243.6",",X","1.9",",,,X","","","","","","","31",",,,X","-23.12",",X","-18.33",",,,X","-27.92",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0","1,X","7","1,X","0","1,X","0","1,X","30","1,X","0","1,X","7","1,X","30","1,X","26","1,X","0","1,X","0","1,X","15","","","","19490503",",1,X","19490515","+,1,X","19490518",",1,X","","","19490518",",1,X","19490527","+,1,X","-25.0","1,X,03,","432","1,,X,15,+","18","1,,X,18,","1.8","1,,X,18,","1.7","1,X,27,+","11028.3","0","812.9","1,X","4.3","1,,,X","","","","","","","50","1,,,X","-8.77","1,X","-5.86","1,,,X","-11.67","1,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","7",",X","0",",X","0",",X","17",",X","0",",X","0",",X","30",",X","13",",X","0",",X","0",",X","21","","","","19490603","+,,X","19490602","+,,X","19490624",",,X","","","19490626",",,X","19490617",",,X","-6.1",",X,03,+","305",",,X,02,+","13",",,X,24,","1.5",",,X,26,","5.6",",X,17,","11603.1","0","574.8",",X","6.8",",,,X","","","","","","","22",",,,X","-0.83",",X","0.84",",,,X","-2.50",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","3",",X","2",",X","0",",X","0",",X","0","3,X","0",",X","19",",X","0",",X","0",",X","0",",X","24","","","","19490727","+,,X","19490705","+,,X","19490731","+,3,X","","","19490702",",,X","19490709",",,X","-2.2",",X,27,+","0",",T,X,05,+","0","3,,X,31,+","6.9",",,X,02,","16.1",",X,09,","463.7","0","463.7",",X","10.7",",,,X","","","","","","","0","3,,,X","3.38",",X","6.59",",,,X","0.16",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",X","16",",X","7",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","0",",X","0",",X","24","","","","19490813",",,X","19490831","+,,X","19490831","+,,X","","","19490830",",,X","19490811",",,X","-1.1",",X,13,","0",",,X,31,+","0",",,X,31,+","12.7",",,X,30,","17.2",",X,11,","863.3","0","399.6",",X","41.3",",,,X","","","","","","","0",",,,X","5.44",",X","8.58",",,,X","2.30",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","0",",0","0",",0","24","","","","19490930",",,0","19490929","+,,0","19490929",",,0","","","19490904",",,0","19490910",",,0","-2.2",",0,30,","0",",T,0,29,+","13",",,0,29,","8.6",",,0,04,","11.1",",0,10,","1378.1","0","514.8",",0","14.9",",,,0","","","","","","","32",",,,0","1.17",",0","2.48",",,,0","-0.14",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","1",",0","0",",0","27",",0","0",",0","0",",0","31",",0","22",",0","0",",0","0",",0","10","","","","19491024",",,0","19491031","+,,0","19491031",",,0","","","19491031",",,0","19491017","+,,0","-17.2",",0,24,","76",",,0,31,+","20",",,0,31,","3.3",",,0,31,","1.7",",0,17,+","2085.7","0","707.6",",0","10.3",",,,0","","","","","","","87",",,,0","-4.49",",0","-1.71",",,,0","-7.28",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","30",",0","0",",0","13",",0","30",",0","30",",0","0",",0","0",",0","7","","","","19491129",",,0","19491130","+,,0","19491108",",,0","","","19491108",",,0","19491103","+,,0","-29.4",",0,29,","127",",,0,30,+","20",",,0,08,","2.0",",,0,08,","-1.1",",0,03,+","3065.3","0","979.6",",0","5.8",",,,0","","","","","","","48",",,,0","-14.32",",0","-11.73",",,,0","-16.91",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1949-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","30",",0","31",",0","31",",0","0",",0","0",",0","14","","","","19491203",",,0","19491231","+,,0","19491211",",,0","","","19491211",",,0","19491213",",,0","-35.0",",0,03,","152",",,0,31,+","8",",,0,11,","2.3",",,0,11,","-3.9",",0,13,","4356.1","0","1290.8",",0","2.8",",,,0","","","","","","","11",",,,0","-23.31",",0","-19.93",",,,0","-26.69",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","2",",0","0",",0","31",",0","1",",0","25",",0","31",",0","31",",0","0",",0","0",",0","16","","","","19500121",",,0","19500131","+,,0","19500123",",,0","","","19500123",",,0","19500129","+,,0","-36.1",",0,21,","330",",,0,31,+","48",",,0,23,","4.6",",,0,23,","-2.8",",0,29,+","5532.2","0","1176.1",",0","14.0",",,,0","","","","","","","130",",,,0","-19.61",",0","-14.66",",,,0","-24.55",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","28",",0","2",",0","28",",0","28",",0","28",",0","0",",0","0",",0","17","","","","19500211",",,0","19500228","+,,0","19500205",",,0","","","19500205",",,0","19500201",",,0","-45.6",",0,11,","483",",,0,28,+","30",",,0,05,","3.0",",,0,05,","-7.2",",0,01,","6913.1","0","1380.9",",0","10.7",",,,0","","","","","","","107",",,,0","-30.99",",0","-26.67",",,,0","-35.30",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","7","","","","19500314",",,0","19500331","+,,0","19500309",",,0","","","19500309",",,0","19500308",",,0","-36.7",",0,14,","483",",,0,31,+","8",",,0,09,","0.8",",,0,09,","-13.9",",0,08,","8233.5","0","1320.4",",0","1.1",",,,0","","","","","","","14",",,,0","-24.26",",0","-20.80",",,,0","-27.73",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","30",",0","0",",0","20",",0","30",",0","30",",0","0",",0","0",",0","9","","","","19500401",",,0","19500430","+,,0","19500409",",,0","","","19500409",",,0","19500405","+,,0","-34.4",",0,01,","533",",,0,30,+","18",",,0,09,","1.8",",,0,09,","-3.9",",0,05,+","9279.4","0","1045.9",",0","4.9",",,,0","","","","","","","49",",,,0","-16.53",",0","-12.59",",,,0","-20.47",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","31",",0","1",",0","1",",0","31",",0","27",",0","0",",0","0",",0","20","","","","19500502",",,0","19500514","+,,0","19500527",",,0","","","19500527",",,0","19500530","+,,0","-17.8",",0,02,","559",",,0,14,+","25",",,0,27,","2.5",",,0,27,","1.7",",0,30,+","10053.8","0","774.4",",0","5.9",",,,0","","","","","","","59",",,,0","-6.65",",0","-4.09",",,,0","-9.20",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","3",",0","0",",0","20",",0","0",",0","0",",0","25",",0","4",",0","0",",0","0",",0","22","","","","19500602",",,0","19500603","+,,0","19500604",",,0","","","19500616",",,0","19500627",",,0","-6.1",",0,02,","356",",,0,03,+","10",",,0,04,","6.4",",,0,16,","9.4",",0,27,","10575.9","0","522.1",",0","21.1",",,,0","","","","","","","24",",,,0","0.93",",0","3.13",",,,0","-1.27",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","20","","","","19500731","+,,0","19500731","+,,0","19500731","+,,0","","","19500727",",,0","19500722",",,0","-1.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","5.3",",,0,27,","15.0",",0,22,","442.3","0","442.3",",0","14.2",",,,0","","","","","","","0",",,,0","4.07",",0","6.62",",,,0","1.52",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","24","","","","19500812","+,,0","19500825",",,0","19500826","+,,0","","","19500827",",,0","19500808",",,0","-1.7",",0,12,+","0",",T,0,25,","0",",T,0,26,+","5.6",",,0,27,","15.6",",0,08,","883.5","0","441.2",",0","31.6",",,,0","","","","","","","0",",T,,0","4.10",",0","6.98",",,,0","1.22",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","2",",0","0",",0","0",",0","1",",0","0",",0","23",",0","8",",0","0",",0","0",",0","17","","","","19500926","+,,0","19500930","+,,0","19500930",",,0","","","19500930",",,0","19500909",",,0","-6.1",",0,26,+","0",",T,0,30,+","112",",,0,30,","11.2",",,0,30,","10.6",",0,09,","1430.1","0","546.6",",0","29.7",",,,0","","","","","","","127",",,,0","0.11",",0","1.68",",,,0","-1.46",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","1",",0","0",",0","31",",0","1",",0","1",",0","31",",0","30",",0","0",",0","0",",0","17","","","","19501031",",,0","19501002","+,,0","19501002",",,0","","","19501002",",,0","19501019",",,0","-18.3",",0,31,","76",",,0,02,+","38",",,0,02,","3.8",",,0,02,","0.6",",0,19,","2184.4","0","754.3",",0","9.3",",,,0","","","","","","","93",",,,0","-6.00",",0","-3.55",",,,0","-8.44",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","0",",0","0",",0","30",",0","0",",0","8",",0","30",",0","29",",0","0",",0","0",",0","14","","","","19501124","+,,0","19501130",",,0","19501130",",,0","","","19501130",",,0","19501110",",,0","-22.8",",0,24,+","178",",,0,30,","20",",,0,30,","2.0",",,0,30,","2.8",",0,10,","3013.8","0","829.4",",0","11.1",",,,0","","","","","","","114",",,,0","-9.31",",0","-4.93",",,,0","-13.69",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1950-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0","1,0","6",",0","1",",0","0",",0","31",",0","1",",0","29","1,0","30","1,0","31",",0","0",",0","0",",0","14","","","","19501226",",1,0","19501231","+,,0","19501212",",,0","","","19501212",",,0","19501212",",,0","-31.1","1,0,26,","229",",,0,31,+","28",",,0,12,","2.8",",,0,12,","-9.4",",0,12,","4257.2","0","1243.4",",0","5.7",",,,0","","","","","","","59",",,,0","-23.20","1,0","-20.71",",,,0","-25.70","1,,,0","","","","","","","","","","","","","","","","","","","",""
